internet_speed,file_size,active_downloads,device_type,download_time
189.8282219134133,1214.4631889150153,2,Tablet,103.29567253925067
193.1607745818373,778.7624842757995,5,Smartphone,219.66562545814517
161.87107227517578,6965.924871022617,3,PC,919.083870694413
61.61814006550077,3405.350888042981,2,PC,782.6327310196765
20.43675068727039,7250.420047572327,5,Smartphone,14007.612110141985
137.1623722759192,662.9098445814343,1,Laptop,38.711532292745176
88.59034625418066,3159.7504749277973,3,Tablet,885.5419913905903
25.285608734110987,5399.518010829619,3,Tablet,4975.993370681664
99.54020511214277,7909.324416741246,1,PC,762.1546674003504
7.843315701928461,3194.3375042913785,5,Laptop,18056.806371966006
181.95476001367763,6262.654850605721,4,Smartphone,1349.1804850682424
52.49721633840337,8860.91770487951,1,Tablet,1738.7695636248163
132.84193458644242,6162.473249941223,5,Laptop,2003.2962121400951
63.03050414179278,2337.2651527888015,1,Tablet,304.9357721734191
104.49353621438435,253.76380774981482,1,Laptop,16.973591854815027
109.79534558931265,8702.28775027029,2,Laptop,1227.4248448166738
37.786036649579884,222.48141439536752,5,PC,270.972175224004
193.94734092514716,8748.269710115152,4,Tablet,1402.4549654788234
155.25143184886178,5294.081968931848,2,Smartphone,664.5499893341884
187.96028937127363,9391.286308143834,1,PC,441.0410325200542
179.07064273510213,7989.844525378917,1,PC,367.13245637528894
119.98209578340594,9979.36176422804,1,Smartphone,814.0447245357608
184.45297276960025,3513.6110363625844,5,PC,811.9066219473985
18.61000790833198,7674.211006421958,5,Laptop,18021.49555288181
40.000589621409894,4025.2898269563293,2,Laptop,1967.5452359338112
10.000230493197074,4803.95744683605,4,Tablet,15303.489851159835
65.7407358218896,6278.779577551517,2,Tablet,1738.7459261206063
78.34678064820692,8738.034370721523,3,Smartphone,2576.508751928675
54.99845732300528,9840.993857300959,1,Tablet,1260.677220254856
165.91876432123394,7685.0514045065365,1,Laptop,386.8620801093867
71.99391201202427,4183.490153851664,1,Smartphone,576.6255491503141
56.905967427788774,4219.356452747931,2,Smartphone,1623.2825228780516
108.99652054849145,7378.447192873026,2,Tablet,1494.6658967722349
29.043920769977767,2395.38368622534,1,Laptop,786.1896230044791
160.6371991700539,1113.6363901826326,2,Smartphone,139.98559206434612
15.835578092274394,3552.6753548313577,5,Laptop,9597.32479775893
197.39050038350294,2879.5175266242763,5,Laptop,520.1759893509224
154.67670909003482,2970.118123355341,2,Laptop,318.68096263596226
40.54442062530031,2343.7414329886,1,Tablet,580.1422709077347
2.0989013075968774,430.51096446725523,2,PC,3576.598721163501
163.276824262512,188.56060798680397,2,PC,16.10079459608949
141.66461142567582,9877.346673462955,2,Smartphone,1393.0288528351414
146.07242644015648,4283.453606021265,3,Laptop,779.965764505183
154.4827989905032,3849.4232051252197,5,Tablet,1146.2220305925491
15.734885695083982,6799.676354103768,4,Laptop,14515.753453164485
72.33467998031026,2190.356339771991,4,Laptop,1087.8755644169355
24.05794284550081,9500.11222766275,3,Tablet,11264.545773980655
172.75758174924312,7865.586694011365,2,PC,681.7452910803036
125.03632723868402,903.2159130994726,3,Laptop,190.79528134877182
66.8487069456772,4181.631950091434,3,Laptop,1550.373065083353
13.648111706918703,8792.391892546026,1,PC,4387.278037088485
62.88548202141678,9447.87290269119,5,Tablet,6302.301635163472
65.71148108332267,4679.341097386198,4,Smartphone,2261.658591870398
146.19162948927476,6137.97977821497,2,PC,737.6136903774088
127.87393679968741,1678.6691214598316,4,Smartphone,511.8014608943571
177.55533577268898,9911.774575108395,4,Smartphone,2026.8839378760742
94.9707701072279,2324.4002968205996,5,PC,1118.0645653484412
24.79925494172204,9427.890423609906,4,Laptop,12892.735727833153
142.935712657376,6499.970023433761,4,Smartphone,1466.9675528149942
152.39622467476258,6081.290580839803,3,Smartphone,1077.1977659388413
112.69416231632975,5131.75822505492,5,Tablet,2354.3364893042217
154.42246881095764,2314.391419060409,1,Laptop,117.76025908475884
99.26532367651376,1773.5150397350276,2,Smartphone,345.564844122034
105.02383304701682,2212.657228611052,4,Tablet,804.8125826710065
86.08066265335138,1872.5182388211026,2,Laptop,387.98119808524405
6.058406222074942,7798.048890931866,1,PC,12819.4105999999
22.470393971667587,3507.7513390756335,2,PC,2203.8836777068027
7.254407951660116,587.8483388683297,1,Tablet,642.7584920192259
127.6456718414923,9691.335275106705,3,PC,1610.842558117452
63.55684023418901,8839.020990784622,4,Smartphone,5080.744536737633
102.20556754177585,9278.245309120177,1,Laptop,848.5086934455525
181.60572831129252,9949.12914823789,2,Smartphone,924.8366568581451
50.609153600626115,1747.213539702678,4,Smartphone,1444.4195823824364
82.66620168409031,3968.457768837561,3,PC,1156.1864631467581
151.3546765700667,7584.8023722838725,4,Smartphone,1677.3753225354224
46.53083493283287,6963.2459743573845,1,PC,987.5127326092944
16.319002055929808,1547.420104335152,3,Laptop,2029.5989909716407
58.66053912983984,8160.172918656272,2,Laptop,2186.8767441106156
33.08303616354688,2252.16131264824,3,Smartphone,1889.6330141659787
186.00983281617204,2245.9379720780043,3,Tablet,365.3219586975414
161.81595553331897,5374.374484705201,5,PC,1434.67543616154
127.04734754557427,5933.469949068614,3,PC,1026.8335608584323
174.42065744735584,5805.061216299734,3,Smartphone,978.1292441615963
160.9307433029238,923.9535056035712,4,PC,214.06449607174432
38.12744171832113,8775.8340176775,2,PC,4372.851625195577
178.61924069950558,2663.3444254611736,4,Tablet,513.490984741484
108.3291061412145,1303.8540636152136,4,Tablet,468.95807811472514
161.68059087764846,8888.593317891082,1,Smartphone,589.343139221428
179.32216868477516,9556.958467315237,4,Tablet,1609.3504703632123
64.28269151940091,8622.654896481852,5,Smartphone,5988.858609084346
22.900332981007676,8097.065586501532,5,Laptop,18192.572638542846
46.35909734584639,6555.867386583827,1,Smartphone,1290.8970026889363
85.994449936625,5513.065132385302,2,Laptop,763.4892072445446
163.78493841857613,878.9977315149873,2,Smartphone,99.79976387331185
172.28538606801234,4090.44759857628,4,PC,845.196657874724
2.38347397570695,3733.158284953017,4,Tablet,55725.77427753347
102.63871321293558,2604.940299765659,4,Laptop,916.0514687450018
84.06478962660702,7236.966935748964,2,Smartphone,1772.5163434373558
45.19945428367532,4963.798593436921,3,Tablet,2824.585601511446
24.853208099402877,819.6516969174029,5,Smartphone,1471.3774519878607
68.18541910932197,2209.6301874786154,3,Tablet,877.4251144527033
188.6390310785913,6835.755048959363,3,Tablet,983.5052447249478
65.31738347213029,770.5472863080988,2,Smartphone,223.26146608834344
104.23933372692986,8513.557071347199,3,Laptop,2082.956106422206
140.9007728201404,4956.5138048696035,1,Laptop,274.0559996481038
73.36229087347951,4811.059907493213,4,PC,2255.9938619729855
194.38463446147117,5928.153768748581,1,Tablet,287.32896043830203
192.52701169348015,8248.562849592241,5,PC,1484.788630697246
51.10467686924747,3484.6139869429085,4,PC,2097.0329272558956
99.9524526725847,6783.381364065045,3,Smartphone,1934.0549301614449
60.874783653537165,5661.662320317952,5,Smartphone,4142.855040308735
57.683258381116055,2677.612418992519,4,Smartphone,1858.9312486725435
8.340502523552026,8787.513563688028,3,Tablet,27907.96011840003
122.30330246199946,7976.285955853212,1,Smartphone,624.1873134427991
101.03312562254344,6587.93382823767,4,Smartphone,2356.4359274432554
11.244271498747882,8507.311473651476,3,Tablet,16154.283569359608
56.450646383085676,8674.269067588426,1,Tablet,1085.8242781083743
181.74491130736408,7086.546137383198,5,Laptop,1738.556033570969
48.672816242727514,8371.763150353083,5,Smartphone,8310.197893502493
29.834079546153397,6977.739902076143,5,Smartphone,11489.153803039893
98.40109929523504,6804.606309885401,5,Smartphone,3297.959227374698
197.14444036800953,6189.927668369691,2,Laptop,540.1537505675776
49.168999030788584,7529.639229180836,4,Smartphone,6323.853720580602
134.75497393376983,1594.4650018778063,4,Laptop,416.283481011557
152.5623034504148,8809.898884397295,2,PC,1020.1135433129596
48.28987125448754,8719.716842174868,3,Laptop,4639.993212345303
145.91505337376006,302.1803575152459,3,PC,48.20943219729347
74.18884341113139,8259.909338141979,5,Smartphone,5341.103787670149
126.82886028812231,1297.4099760597176,1,PC,74.99387258316958
127.07241244141805,3357.8373540488274,3,Laptop,642.2113842645017
107.61916213087694,7437.647480353162,1,Tablet,625.2268429277591
18.96766424082725,1615.991361522599,4,PC,2771.1077820135774
167.22519662225835,8181.4905709494315,1,PC,387.2346621497342
64.83523292937542,8323.020437797843,4,Smartphone,4161.9383666589565
38.11718356957099,5079.602660270753,2,Laptop,2387.2635485718206
9.114253169398019,73.79485845116747,2,PC,140.35341557148126
118.58769569446012,2877.510950417379,5,PC,1130.128946587644
135.8353080066142,6173.099914573665,3,PC,1138.8754948938713
4.300977956643374,9812.04991849396,5,PC,91267.46871456807
102.90651860155691,6321.817134896517,4,Tablet,1962.9978675887983
46.07265926438965,2605.437774830956,5,Laptop,2736.3402840940203
129.38938529148052,6343.716973965117,1,Smartphone,472.8770627853726
35.6989193719933,5404.453943361396,4,Smartphone,5809.593244791087
138.49660988239071,7800.655497559925,2,Tablet,975.8730657565674
77.96033391380695,1078.7365818813146,3,Laptop,338.4509955792772
187.40926775861016,7612.66874599526,4,PC,1389.3226961641592
28.366667885052657,5417.253120974342,4,Tablet,6096.561124279343
68.87220385900144,9630.290118551356,1,Laptop,1368.8973005114633
23.581230726877227,3425.302938726474,3,PC,3976.8136974194967
185.014030037434,6329.892712408142,2,Tablet,586.6967002469512
175.59053132281522,9320.960774045074,4,Laptop,1633.6103989221403
52.33038391531596,1034.0721826268857,4,Smartphone,594.0071929821246
132.33682516080162,9372.912587492146,1,Smartphone,583.1802239134565
163.62721784004194,6881.978365785126,5,Laptop,1900.1604857308557
111.484961508293,687.6922204606673,2,Smartphone,119.77398674232235
106.4004650928453,3016.626033798694,3,Laptop,751.6095804670953
49.128605889189885,7084.639165566363,4,PC,3762.9319923876724
19.527450793373944,682.8325086730292,4,Laptop,1131.2419427822774
179.54593583271202,5825.88289716097,2,PC,590.1500352862114
180.18319337550275,3465.371738960038,5,Tablet,846.56919537356
126.98718999738033,6212.946022497096,4,Laptop,1438.3484581026448
68.46692841869144,466.9629177870034,2,Tablet,119.89606945455104
70.49270534791951,8716.65269346224,1,Smartphone,1074.0647207622947
145.46518009517763,9735.154802082196,5,PC,2766.296793714654
179.52494173056283,9689.089774304059,3,Laptop,1366.2720404798129
177.53019842875835,7499.021799111818,4,Tablet,1583.4934569398772
156.19523362566716,1309.5615389050133,2,PC,117.80814748984723
128.76429758470326,7585.049327330936,1,PC,450.10585899922836
17.743853034014716,255.6232954234271,3,Smartphone,451.1213369377159
33.16411410482814,231.01427977468256,2,Smartphone,113.36334335473701
179.81228351688878,3242.866089303917,2,PC,259.6103214468951
121.6793828722584,4891.545472142611,3,PC,984.0351007323025
2.8302132717093,7706.370103899854,1,Laptop,23587.092766388614
21.19283703034039,6836.1208122989865,1,PC,2454.3904696041586
133.0368520525031,4464.568036703716,5,Laptop,1373.6628420652426
2.0072551853975185,2743.530396153842,4,PC,46070.035870520565
33.00080223208223,9971.273756575534,3,Smartphone,9256.21825445898
110.19802408395064,4267.55120933737,3,Laptop,873.7393202029657
138.68714434084595,4519.356373053458,3,Tablet,900.6372571018854
130.7402906410175,1644.6019737047752,1,Smartphone,136.2930802710246
45.6295925826514,7950.147392011794,4,Laptop,5800.860769002239
142.72366504815963,6939.885435557071,5,Laptop,1826.2716740385442
48.21256841186322,2215.488431759716,2,Tablet,724.9392565963612
65.75453993369428,832.9866457022686,2,Laptop,209.928412982048
149.5517896184868,6808.188027726384,3,PC,1205.7488369237708
130.2769469103957,6548.567030668541,4,Tablet,1779.9694693505269
169.99545868834142,2739.862674712111,1,Smartphone,154.56244800963216
131.86496556776834,9509.1269868816,4,Smartphone,2444.3381129065633
114.09341206375885,1519.0683388911934,4,PC,467.94235584431254
19.641278797790402,4329.024662415593,1,Smartphone,1836.7397529634388
74.17544480882727,9436.723042474312,3,Laptop,3051.8746032110735
53.775271168663366,4203.075896091962,4,Laptop,2798.599694466775
49.55393903243763,6388.874217164214,2,PC,1642.1401599113688
194.62910039573666,3981.968035648315,1,Smartphone,195.90753059980057
79.22644720868531,2749.4098714632137,5,Smartphone,1463.4007863930863
178.51726448024556,9839.936703118685,3,PC,1325.0780514374362
126.59658657345531,4099.24672308728,1,Tablet,277.69261578640953
159.16744940478804,8942.051044754553,5,Smartphone,3200.506380579748
101.02478152793323,2307.246512851951,5,Tablet,975.1375322799101
115.80387304064546,2138.915993210582,4,Smartphone,823.4754201404144
99.01102106995391,321.0294880162685,4,Smartphone,129.23001521960586
39.853354571810854,6520.151585505092,4,Smartphone,5665.559592788527
144.76797093703956,3691.578173800374,1,Smartphone,247.93912067377596
56.8737001257303,8644.938915897974,1,Laptop,1241.0551477535582
5.838877319859314,4737.366967848656,3,Tablet,22159.903199706343
129.4489868855264,9682.25234486807,4,Tablet,2469.556621487491
36.245025202002736,1863.3999018741802,5,Smartphone,2828.2633006827664
188.15125828622993,8687.545447876551,2,Smartphone,949.5728521400439
190.83178682351488,7768.2025593895,3,Tablet,1088.9717770146196
183.05801365386927,7711.509227994079,1,Laptop,416.0851868002823
74.66158135083343,8449.384448887708,3,PC,2736.2332328447737
4.075866689244618,7612.629669520559,3,PC,49745.75402575078
185.73539395495735,6265.9410130978395,3,Tablet,903.0682199920691
86.20864551514555,1321.1363280470518,3,Smartphone,449.7458296303532
193.36430898969024,334.93653311760664,2,Smartphone,32.33969653955499
192.76037544076132,9209.269999678712,4,Laptop,1624.6248916795632
170.74888163800466,6170.336642062173,5,PC,1470.1263002227458
59.59532952184755,7967.407536852002,3,Laptop,3151.276924697371
77.63444799178313,4820.408291610375,3,PC,1430.4196980225036
170.37619763185452,1181.9088077343208,3,Tablet,180.97838508674772
64.06747902609925,1260.606064103479,4,PC,644.1026711379146
34.72905659053241,6858.797219417424,1,Laptop,1658.025838652919
111.80345122921167,4308.755890045632,1,Laptop,362.60528132560154
187.29480005799542,2013.2420197363638,2,Laptop,196.37265910940363
139.50992953831962,4921.029521946954,1,Tablet,307.3881498691022
114.44217284778362,651.4472813805895,3,PC,155.49440195516246
20.33812226038294,5823.894305124843,3,PC,8159.716966079715
123.38643811313477,2697.2441103066258,3,Laptop,439.3844863805727
198.0207161707484,7977.61541536551,2,PC,704.6826824536489
28.87671903206828,3110.515969646502,3,Smartphone,2830.6577026259715
104.14760082038362,4557.649289327194,1,Smartphone,444.85300527849716
175.59724131366312,126.08919368192535,4,Smartphone,30.380117854262142
148.4129549330867,733.7444090676432,4,PC,144.33145797933594
139.70613245805833,3931.0106285027814,5,Tablet,1018.919362547542
140.79433271343476,4804.588958824063,1,Tablet,328.67362694376226
72.53873909273128,6004.2052757118445,3,Tablet,2237.150808627312
59.42477700863418,2923.7091613059392,4,Tablet,1457.4728317057013
162.0628699402242,6952.86904240416,1,Smartphone,505.9266557012291
162.21256554115698,8602.622747920153,4,Smartphone,2121.2050105628446
173.54739139744063,7800.711379044565,3,Laptop,1211.636219260283
182.7348699587378,405.79206523008787,4,PC,80.76678365559705
102.75713737332663,4810.264403105711,5,PC,1763.7208822428533
100.80174264275271,1058.2524823975668,5,Tablet,472.6804619253387
159.86074061438825,2428.0297084666495,4,Smartphone,496.3601183079425
130.34282222477526,9866.759306738793,1,Tablet,631.9683942212856
140.69140857428297,1433.530473586117,1,Laptop,89.11274757382492
159.3627412177841,4993.892652979047,1,PC,208.9455708274886
178.11106302169568,6185.3757858380095,4,PC,1040.5744268039055
68.26103621345563,7027.625055735599,1,Tablet,830.2127264789102
75.74100757534886,5600.8903480342715,3,Laptop,1894.7031834429938
19.70240602833293,107.61076571764475,5,PC,231.02796650657336
116.07774805823863,3271.3484693574787,3,Laptop,764.8157035663613
8.152512485551675,5181.939317413267,1,Laptop,5887.259704369057
93.65400560835957,887.7863264568853,3,Tablet,287.46974280277936
108.98628230680775,3512.7630427797158,1,Smartphone,321.77381271006834
58.0217091735286,341.699056825752,4,Tablet,248.91167408774982
118.57581885323314,794.9991865786573,3,Smartphone,191.56758784376981
7.069549737870837,3975.263529253945,4,Laptop,18612.61121412846
8.432289561093668,1335.8303828901728,4,Smartphone,6326.186797673634
164.697511571272,5679.733074132966,2,Laptop,568.2447843785725
72.67793764084132,6897.755041681285,1,PC,899.9274417365315
26.285042017725072,8007.861124099738,5,PC,13564.424932995511
104.92640875090606,2009.5009400056529,1,PC,164.7073928728518
154.22871706662355,1683.1509967681068,5,Tablet,491.41182846807584
43.94838447187179,1054.6327249406586,1,Tablet,204.6155554994265
124.95520468798105,6367.938192940931,4,Laptop,1836.9968697505262
17.984145533759833,7067.6925076041425,3,PC,8368.830878406137
11.284662512552933,325.54558680816393,3,Tablet,887.3308979099179
106.73957168206145,9362.760339974462,2,PC,1378.524302474325
108.58638920041119,529.1931236782094,5,Tablet,223.2074965956275
127.8485503981431,5417.550389657694,5,Smartphone,1812.7218062841443
145.49217541080964,7093.514589314655,5,Smartphone,2460.2466209830286
195.1945638130444,8710.981546223395,4,PC,1363.2720751496818
103.74376931193787,7143.728452002953,5,Laptop,3087.574591078802
65.26833811530794,8019.263549867221,3,Tablet,3524.582805012151
159.24205275897202,3401.1074235026326,4,Tablet,710.2179309425213
54.89561800115277,8150.102886327657,1,Smartphone,1240.328738816499
88.35531272042158,810.3473153829046,5,Smartphone,497.7146904809702
16.612819887110923,8949.21839404467,5,Laptop,22245.662904821587
6.0447979396760445,5480.447837775825,1,Laptop,7806.521089575017
192.5670345209071,8174.804721925312,5,Laptop,1874.2154168406437
167.36004398192895,4528.659662337818,1,PC,189.3355879888143
139.4988670126459,6439.341175013285,4,Smartphone,1818.2105582534841
82.3816359384397,5268.762582751771,3,PC,1550.1483865242553
35.48556969409831,7318.579322335765,1,Smartphone,1816.1765368095437
32.13097149154612,825.4835204855899,2,Smartphone,427.66924582632043
50.79833673475447,612.9173190657324,1,Tablet,113.74879755199241
110.29610627651797,2478.561307761363,5,Smartphone,1176.7560170428142
143.2045886173124,1603.8513543307515,4,Smartphone,429.1665618456067
132.3792779668285,8719.117830256095,4,PC,1805.331640676129
56.70684549224263,2199.947733706863,1,Smartphone,326.5239213050353
191.01819085197562,9758.893905633122,3,PC,1173.1476153948308
147.84148642245793,3375.5889597933574,2,Laptop,444.7141744593971
111.31645644976874,1829.3579777301059,4,Smartphone,603.4200065946109
122.73242850063609,7899.088086353367,5,Smartphone,2886.800731049909
84.50041242313019,6590.490677253752,5,PC,2597.6593120970447
50.29846691073033,4986.975207366859,3,Laptop,2340.297658808623
71.83856305160106,5558.081873866936,4,Tablet,2411.73136447536
151.81137598240946,7194.825764939916,1,Laptop,359.06360431192
3.864304237321418,2292.262865899674,5,PC,24012.174740096223
24.09845546087633,9963.375821406851,3,Laptop,10025.903098996765
10.154525762328797,9748.183689846364,4,PC,35940.253218268925
9.105031661475056,6506.753606605899,4,PC,25333.452035527916
171.23665621819043,2003.4290847821599,4,Tablet,390.6626686770409
141.02791401662472,6805.4801418886,4,Smartphone,1650.147498224612
95.36059198837772,731.2621057019667,4,PC,279.31688046029836
20.468997969549296,316.2184970360026,5,PC,720.5279158042895
98.83155914824964,2584.2520562270247,3,Tablet,544.2803952060603
95.22088238533257,4631.60333782577,4,PC,1570.9533249723609
35.467172112093024,8684.042329029722,2,Smartphone,4492.802919318716
87.33647819835663,7274.419006965417,2,Tablet,1576.8625446440142
80.30244214507731,7429.638146787811,3,Smartphone,3119.8419187850973
123.55416951239107,4260.678411136273,1,Smartphone,308.84760800003636
127.38363652266112,3465.8905755441597,1,Tablet,192.0131515621227
10.01549794463686,3716.677242216181,1,PC,3140.633237146563
75.54791031066777,9876.619141723218,2,Smartphone,2802.9107028509543
125.54612322713304,410.6908222107,1,Smartphone,29.852871994074132
101.12411545743745,8671.644646263261,5,Smartphone,3750.8996500671956
171.44147839647613,5790.96733163821,4,Smartphone,1216.0421804674543
132.08003269217005,4391.768037704009,2,Tablet,641.3833143451373
33.423950989204506,7255.3240275472135,3,Tablet,5525.457191736888
15.043180732685538,4871.822724832781,3,Laptop,8450.601820492335
128.8414363630568,8735.498148435789,4,Laptop,2290.151858327695
6.275750797782741,9008.011621472473,2,Smartphone,26815.025170240777
117.56934067341919,4222.99205946582,1,PC,307.5051523674274
188.10581804356656,2775.509694378165,1,Smartphone,132.2249187663131
115.51936139729992,5927.579782647688,5,PC,1964.1196402592445
78.24581531509786,9124.509822710743,5,Smartphone,5925.388604665399
129.01435547002828,2114.515268166609,1,Laptop,124.39763945231701
92.1923252078118,6233.436169799193,3,Laptop,1557.7750267741078
109.57774107387105,6319.28659872428,3,PC,1209.6306034681097
188.3514969465285,7333.799093928657,5,Smartphone,1987.884484329722
77.83442492235407,1324.3611744213254,4,PC,538.7534886840155
192.27692220095892,7161.091397174065,1,Laptop,272.431614231647
181.16477774925667,9091.234881449753,5,Smartphone,2563.140044280608
39.96243582306999,1805.0342576137173,5,Smartphone,2007.4816988188063
14.802898874157925,2383.0578159895376,1,PC,1175.6248062504635
21.054822274107902,9714.23698947598,1,Tablet,4020.8894564291973
4.626143304658395,1817.9597575678029,3,PC,10826.049890452492
19.79414919042975,8545.307082762096,4,Laptop,13967.423015819342
136.91834790985502,4927.855785915867,4,Laptop,1282.0855482680913
15.166541043585568,2479.8384332877386,1,Laptop,1477.0144489821482
64.4761504284585,8708.79151371239,2,Laptop,2375.7011877528917
169.13018688292146,4458.599497476628,5,Laptop,1251.0622813405917
5.631115211429347,5153.025365757605,5,Tablet,37795.131870921345
163.0792280351982,3598.7413603036593,1,Smartphone,186.02417538892976
57.08910017990659,5933.579005834925,2,PC,1486.198752676674
24.514800696709596,1643.6034871243774,3,PC,1585.8422457990673
139.65069590746597,3916.9045511510894,1,Laptop,213.82404851335966
126.15962650919691,9694.429100129522,1,PC,623.810444800711
175.61693069188354,2588.752992684264,5,Laptop,625.4482430602578
147.27913771697328,6570.799278767509,1,Tablet,436.9681779385914
160.89270514658486,3258.6487416047016,1,Tablet,185.27308850068886
57.12487994168999,7736.996525609141,1,Smartphone,1221.6817506834213
36.31046921216484,1317.4278705763147,5,Tablet,1678.7986979911627
150.37233557653082,9698.512240334661,3,Tablet,1542.7265528668925
161.56011311418553,4543.3575184225565,3,Smartphone,790.9981803440736
198.11052325813398,2368.144128831175,1,PC,98.6836197996431
83.11091770537386,744.2325058268265,5,Laptop,381.9153653313515
75.03159907276385,1705.881471824532,3,Laptop,598.2108352784284
155.50617918765738,5202.541746074617,3,PC,751.2201729635811
68.81990451035055,3376.66173254855,3,Smartphone,1544.9690723726642
186.22070779510938,8290.544825167268,5,PC,2105.291570763534
171.82413761675934,4314.566361381441,5,Tablet,937.1548668190313
86.36981144762865,2494.655583150423,1,Smartphone,238.79866069196257
150.42334249050796,6175.27841617426,4,Smartphone,1552.170456387946
151.1540319428518,7070.704396685604,3,Smartphone,1286.9094147707963
21.52164989835059,1678.748659930489,4,Laptop,3125.7374847233627
180.60802842923377,1684.5159707202934,5,PC,381.2762934150685
101.54522211712357,376.3475550660943,5,Smartphone,198.6970563032047
165.4650357554406,7366.6561305057485,5,Smartphone,1665.789853778216
64.68987060509174,6641.4072309418325,4,Smartphone,4179.72830786785
179.2091224707439,4751.56244874064,5,PC,984.6775884922528
78.45113406809845,8443.26278520228,1,Laptop,840.0109001434843
3.1566926445793735,8058.644827971031,5,Tablet,110643.25581343174
181.17101330743347,5857.690100323554,2,Laptop,466.97031230484595
19.16604868044058,8684.030092327454,4,Smartphone,17812.962103685826
64.54341388049255,2066.3536882673147,2,Laptop,549.4823652132283
190.06233144311017,1128.0769977833015,5,Laptop,256.5597183899644
190.17082224057367,2704.7986190547263,1,Tablet,137.64105404382937
115.11413973653394,580.2976923322553,3,PC,139.31219496215567
126.73560522179005,5316.38358473031,5,PC,1616.916045232752
90.24065887368563,9366.690866026665,1,Laptop,915.8024262981603
59.348943567914844,403.0419712784114,4,Laptop,235.45348873593642
66.40424452861328,1229.8780409601677,2,PC,307.5273344825794
134.83117275933066,4527.468292551518,2,PC,558.3534482738801
150.72253135809834,9339.41142510377,2,Tablet,1276.7947787801431
158.52422970144386,3168.3994887177378,4,Smartphone,717.857794207681
158.1340104161162,5077.2757387970405,1,Laptop,229.1257190603046
19.150014506689384,425.31286191341707,4,PC,661.106787647451
99.3896406358137,1491.9485776112676,2,Laptop,271.9637727833946
12.454193243312213,9866.43492835888,5,Laptop,33434.36271006777
110.35624758242336,9651.535777396095,3,PC,2000.8430810256737
88.86456977330202,59.35040953475206,4,Tablet,21.190339130124247
177.65313236890165,9518.599736378157,4,Laptop,1844.7270415255537
70.83208749786365,6394.808178776849,1,Tablet,854.2214655371076
24.296336269093565,8680.50376225502,1,PC,2945.634606197932
29.455344728514333,4552.851157782253,4,Smartphone,5671.61369683815
152.54061571177698,5160.80432550671,2,Smartphone,646.1826034759214
124.02539459993595,4893.5773367666325,3,Laptop,1010.8286269210186
21.123412548435258,6671.973932885582,1,PC,2574.7882224314008
17.73725441688449,1405.116035015566,2,Tablet,1241.5374562732109
140.49285716036488,309.4361628280528,5,Laptop,94.56698146546432
15.479838266474513,3086.2201164959974,1,PC,1524.688977900625
164.5501517987809,7049.760819739101,2,PC,756.8145723208677
141.54220320414274,2026.515986708254,2,Tablet,257.9147094370885
17.188407347738053,6737.590008915924,3,Laptop,10730.123058036766
17.882705102953192,9699.421340611632,3,PC,12624.54753311327
197.34127612173393,948.0681507362897,5,PC,187.06206551579425
75.47988835546795,6729.295161069012,2,PC,1639.6041059791185
74.7577872663113,4443.064690852666,2,Tablet,1102.6855680196986
162.74711388424302,8682.741121231278,3,Laptop,1251.5142761064046
189.50246689938788,1779.7263965793852,1,Laptop,86.18083305951309
197.21421170075132,6929.333262739384,1,Laptop,280.1031675767233
